電熱,誘導加熱において、電流が表面近くに集中する現象を何というか？,表皮効果,周波数が高いほど表面のみが加熱されるため、表面焼入れに利用されます。,近接効果,ピンチ効果,ゼーベック効果
電熱,誘導加熱において 周波数を高くすると加熱される部分は？,表面付近のみ,皮膚効果が強くなるためです。,内部中心のみ,全体均一,全く加熱されない
電熱,誘電加熱の出力 P を表す式に含まれる、材料の電気的特性は？（f:周波数、E:電界、ε:誘電率）,ε * tanδ（誘電損失係数）,この値が大きいほど、誘電加熱で温まりやすくなります。,抵抗率,透磁率,屈折率
電熱,誘電加熱における発熱量 P と周波数 f の関係は？,P ∝ f,周波数に比例して増えます。,P ∝ 1/f,P ∝ f^2,P ∝ √f
電熱,誘電加熱で、周波数を高くするほど加熱能力はどうなるか？,増大する,P ∝ f * E^2 * ε * tanδ より、周波数に比例します。,減少する,変化しない,ゼロになる
電熱,誘電加熱（マイクロ波加熱）において、凍った食品が解凍されにくい現象を何というか？,氷の誘電損失係数が水より極めて小さいため,氷はマイクロ波を吸収しにくく、溶けた水の部分ばかりが加熱されます。,氷が硬すぎるから,表面が反射するから,温度が低すぎるから
電熱,物質の温度を 1 [kg] あたり 1 [K] 上げるのに必要な熱量を何というか？,比熱,水の比熱は 4.18 [kJ/(kg・K)] と高く、温まりにくい性質があります。,熱容量,潜熱,顕熱
電熱,物質が状態変化（氷から水など）する際に吸収する熱は？,潜熱,温度は変化しません。,顕熱,比熱,比エンタルピー
電熱,物質が吸収した熱量 Q [J] を求める式は？（m:質量、c:比熱、ΔT:温度変化）,Q = m * c * ΔT,熱計算の最も基本的な公式です。,Q = m / (c * ΔT),Q = m * c / ΔT,Q = m + c + ΔT
電熱,物質 1kg の温度を 1K 上げるのに必要な熱量は？,比熱,水は約 4.2 kJ/(kg・K) です。,熱容量,潜熱,伝熱係数
電熱,氷が水に変わる際のように、温度を変えずに状態変化のために使われる熱を何というか？,潜熱,これに対し、温度変化を伴う熱を顕熱と呼びます。,比熱,反応熱,燃焼熱
電熱,被加熱物を陰極とし、電子銃からの電子を衝突させて加熱する方式は？,電子ビーム加熱,高真空中で行われ、高融点金属の溶解などに使われます。,アーク加熱,誘電加熱,抵抗加熱
電熱,被加熱物に直接電流を流して加熱する方式は？,直接抵抗加熱,効率が非常に高いです。,間接抵抗加熱,誘導加熱,放射加熱
電熱,熱伝導において 熱の流れやすさを表す定数は？,熱伝導率,金属は大きく断熱材は小さいです。,熱貫流率,比熱,放射率
電熱,熱の伝導において、熱流量 Q [W] は壁の厚さ d に対してどのような関係か？,反比例する,壁が厚いほど、熱は伝わりにくくなります（断熱効果）。,比例する,2乗に比例する,無関係
電熱,熱の伝わり方の 3 種類は？,伝導・対流・放射,電熱の基本 3 要素です。,吸収・反射・透過,加熱・冷却・断熱,蒸発・凝縮・昇華
電熱,熱の「対流」が最も起きやすいのはどの状態か？,液体や気体,物質そのものが移動することで熱を運びます。,固体,真空,プラズマ
電熱,導電性の被加熱物を交番磁束の中に置き、発生する渦電流による熱を利用する加熱方式は？,誘導加熱（IH）,コイルと被加熱物が非接触でも加熱できるのが特徴です。,誘電加熱,アーク加熱,抵抗加熱
電熱,電熱装置の効率を計算する際の「有効熱量」とは？,被加熱物の温度上昇に使われた熱量,入力電力から損失を引いたものです。,入力された全電力,装置外部へ逃げた熱量,装置自体の蓄熱量
電熱,電熱線の材料に求められる性質は？,固有抵抗が大きく 温度係数が小さい,ニクロム線などが使われます。,固有抵抗が小さく 熱伝導率が高い,融点が低い,熱膨張係数が非常に大きい
電熱,電熱線に使用される「カンタル」とは何の合金か？,鉄・クロム・アルミニウム,ニクロム線よりも高い温度（1400℃付近）まで耐えられます。,銅・亜鉛,金・銀,鉄・炭素
電熱,電熱機器の保守において、端子部の「緩み」が危険な理由は？,接触抵抗が増大し、その部分が異常発熱して火災になるため,大電流が流れる回路では、わずかな抵抗でも大きな熱源になります。,電圧が上がるから,電流が止まるから,磁界が出るから
電熱,電熱機器の「過昇防止装置」の役割は？,制御故障時に強制的に電源を切り、火災を防ぐ,二重の安全対策として非常に重要です。,温度をさらに上げる,消費電力を増やす,電圧を安定させる
電熱,電磁調理器 (IH) の加熱原理は？,誘導加熱,渦電流によるジュール熱です。,誘電加熱,抵抗加熱,アーク加熱
電熱,電子レンジの加熱原理は？,誘電加熱,分子の回転による摩擦熱です。,誘導加熱,放射加熱,熱伝導
電熱,電子ビーム加熱の特徴は？,真空中での加熱が必要,非常に高いエネルギー密度が得られます。,空気中でしか使えない,効率が極めて低い,裸火が出る
電熱,電気炉の壁などに使われる、高温に耐え、熱を逃がしにくい材料を何というか？,耐火断熱材,セラミックファイバーなどが多用されます。,導電材,半導体,超電導材
電熱,電気ケトルの熱効率 η [%] を求める式は？（P:電力、t:時間、Q:得られた熱量）,η = Q / (P * t) * 100,供給した電気エネルギーに対する、有効に使われた熱量の比です。,η = P * t / Q * 100,η = Q / P * 100,η = P / Q * 100
電熱,電気エネルギーが熱に変わる際の基本法則「ジュールの法則」の式は？,H = I^2 * R * t,電流の2乗、抵抗、時間に比例した熱量が発生します。,H = V * I,H = V^2 / R,H = I * R * t
電熱,抵抗溶接（スポット溶接）の原理は？,接触部の電気抵抗によるジュール熱で金属を溶かし接合する,大きな電流を短時間流して、局所的に加熱します。,接着剤で固める,ネジで締める,レーザーで焼く
電熱,抵抗加熱炉において、温度を一定に保つための代表的な制御方式は？,サイリスタによる電力調整（位相制御）,電流を細かくON/OFFして、供給エネルギーを調整します。,手動でのON/OFF,変圧器の取り替え,ファンの速度調整
電熱,抵抗加熱において、熱の伝わり方の3要素は？,伝導・対流・放射,熱が高温部から低温部へ移動する基本形態です。,摩擦・圧縮・爆発,酸化・還元・融解,蒸発・凝縮・昇華
電熱,絶縁体（誘電体）を高周波電界の中に置き、内部の分子運動による熱を利用する方式は？,誘電加熱,電子レンジ（マイクロ波加熱）などがこの代表例です。,誘導加熱,赤外線加熱,電子ビーム加熱
電熱,赤外線加熱の主な用途は？,塗装の乾燥,表面を効率よく加熱します。,金属の溶解,水の電気分解,空気の清浄化
電熱,赤外線加熱において、効率よく加熱するために重要なことは？,被加熱物の吸収波長と光源の放射波長を合わせる,物質によって吸収しやすい赤外線の波長が異なります。,被加熱物を水に浸す,真空中で行う,周波数を 1Hz にする
電熱,高周波誘導加熱（IH）に適した周波数帯域は、一般的にどの程度か？,10 kHz 〜 数 MHz,用途（表面焼入れ、溶解など）に応じて使い分けられます。,50 / 60 Hz,1 GHz 以上,1 Hz 以下
電熱,高周波誘電加熱において 電極間の電圧 V と発熱量 P の関係は？,P ∝ V^2,電圧の2乗に比例します。,P ∝ V,P ∝ 1/V,P ∝ √V
電熱,工業用の「抵抗炉」において、雰囲気ガス（窒素や水素）を使用する主な目的は？,被加熱物の酸化や脱炭を防ぐため,品質を保つために酸素を排除した状態で加熱します。,冷却を速めるため,火をつけるため,重さを変えるため
電熱,家庭用IHクッキングヒーターで、アルミ鍋が加熱しにくい（専用品が必要な）理由は？,電気抵抗が低く、磁力線が透過しやすいため,鉄に比べて渦電流による発熱効率が悪いためです。,融点が低いから,熱伝導が良すぎるから,毒が出るから
電熱,温度が上昇すると抵抗値が急激に増大し、自己温度制御機能を持つ抵抗体は？,PTCヒーター,過熱を防ぎ、一定の温度を保つのに適しています。,NTCサーミスタ,ニクロム線,タングステン
電熱,ヒートポンプの冷媒に求められる特性として、適切なものはどれか？,低い温度で蒸発し、化学的に安定していること,環境への影響（GWPなど）が低いことも現代では重要です。,燃えやすいこと,非常に重いこと,粘度が非常に高いこと
電熱,ヒートポンプの性能指標「COP（成績係数）」の定義は？,得られた熱量 / 消費した電気エネルギー,消費電力の数倍の熱を移動させることが可能です。,消費電力 / 得られた熱量,入力電力 / 出力電圧,最大温度 / 最低温度
電熱,ヒートポンプの性能を表す指標は？,COP,消費電力に対する熱移動量の比です。,効率,力率,増幅率
電熱,ヒートポンプにおいて、外部から熱を吸い込む装置を何というか？,蒸発器（エバポレータ）,冷媒が蒸発する際の潜熱を利用して周囲を冷やします。,凝縮器（コンデンサ）,圧縮機（コンプレッサ）,膨張弁
電熱,ヒートポンプで 冷媒を圧縮して高温にする装置は？,圧縮機,電気エネルギーをここで消費します。,蒸発器,凝縮器,膨張弁
電熱,ステファン・ボルツマンの法則において 放射エネルギーは何に比例するか？,温度の4乗,絶対温度の4乗に比例します。,温度に比例,温度の2乗,温度の3乗
電熱,ジュール熱 Q [J] を求める式は？,I^2 Rt,電流の2乗と抵抗と時間に比例します。,IRt,VIt^2,I/Rt
電熱,アーク炉などで使われる 加熱方式は？,アーク加熱,放電の高温を利用します。,抵抗加熱,電子ビーム加熱,誘電加熱
電熱,アーク溶接において、目を保護するために遮光ガラスが必要な理由は？,強力な紫外線や赤外線による眼炎や火傷を防ぐため,裸眼で見ると「電気性眼炎」などを引き起こします。,眩しいからだけではない,色が綺麗に見えるから,風を防ぐため
電熱,アーク加熱において、アーク柱の温度は一般的にどの程度に達するか？,5000 〜 20000 ℃,極めて高温なため、鉄鋼の精錬などに用いられます。,1000 ℃,2000 ℃,100000 ℃
電熱,2種類の金属の接合部に電流を流すと熱の移動が起こる現象は？,ペルチェ効果,電子冷却に利用されます。,ゼーベック効果,トムソン効果,ホール効果
電熱,2種類の異なる金属を接合し、電流を流すと熱の吸収または発生が起こる現象は？,ペルチェ効果,電子冷却器（ワインセラーやPC冷却）に応用されます。,ゼーベック効果,トムソン効果,ホール効果
電熱,1 [kWh] の電気エネルギーを熱量 [kJ] に換算するといくらか？,3600 kJ,1 [W] = 1 [J/s] なので、3600秒をかけると 3600k Jとなります。,860 kJ,1000 kJ,100 kJ
電熱,「熱電対」とは、どのような現象を利用して温度を測定する装置か？,ゼーベック効果,温度差によって発生する熱起電力を測定します。,ペルチェ効果,トムソン効果,ジュール熱
電熱,「電子レンジ」のマイクロ波の周波数として、世界的に広く使われているのは？,2.45 GHz,水の分子を効率よく振動させるのに適した周波数です。,100 MHz,10 GHz,50 Hz
電熱,「遠赤外線ヒーター」の加熱対象として適しているものは？,食品や人体（有機物）,表面だけでなく内部まで熱が浸透しやすい性質があります。,純粋な金属,鏡,真空空間
電熱,「プラズマ」とはどのような状態か？,気体が高度に電離し、正イオンと電子に分かれた状態,非常に高いエネルギーを持ち、溶断や溶接に使われます。,固体と液体の中間,極低温の液体,純粋な真空
電熱,「ステファン・ボルツマンの法則」において、放射エネルギー P は絶対温度 T の何乗に比例するか？,4 乗,温度が少し上がるだけで、放射による熱移動は劇的に増えます。,1 乗,2 乗,3 乗
電熱,「シーズヒーター」の構造として正しいものは？,金属管の中に電熱線と絶縁粉末を充填したもの,衝撃に強く、水中や油中でも使用できる汎用性の高いヒーターです。,裸の線を巻いただけのもの,プラスチックの棒,水の入った管
電熱,「サーモグラフィ」とは何を視覚化する装置か？,物体から放射される赤外線強度（温度分布）,非接触で表面温度の状態を確認できます。,内部の密度,電気の流れ,磁力の強さ
